//Exported ASCII-File
[Header]
FileName = D:\User\DDBB\Lasse\20251010\LysozymeC and PEG8K standard curve remaining samples.wip
GraphName = Spectrum--062--Spec.Data 1 MQ 10mW
SizeX = 1
SizeY = 1
SizeGraph = 2000
PositionUnit = µm
PositionX = 1654.325
PositionY = -1835.7
PositionZ = 0
XAxisUnit = rel. 1/cm
DataUnit = CCD cts

[Data]
X-Axis	Spectrum--062--Spec.Data 1 MQ 10mW
rel. 1/cm	CCD cts
 1.42265E+03	 6.60000E+02
 1.42497E+03	 6.24000E+02
 1.42728E+03	 6.15000E+02
 1.42960E+03	 6.27000E+02
 1.43192E+03	 6.32000E+02
 1.43424E+03	 6.18000E+02
 1.43655E+03	 6.36000E+02
 1.43887E+03	 6.22000E+02
 1.44118E+03	 6.35000E+02
 1.44350E+03	 6.10000E+02
 1.44581E+03	 6.35000E+02
 1.44812E+03	 6.46000E+02
 1.45043E+03	 6.38000E+02
 1.45275E+03	 6.22000E+02
 1.45506E+03	 6.39000E+02
 1.45737E+03	 6.39000E+02
 1.45968E+03	 6.36000E+02
 1.46198E+03	 6.22000E+02
 1.46429E+03	 6.28000E+02
 1.46660E+03	 6.40000E+02
 1.46891E+03	 6.28000E+02
 1.47121E+03	 6.38000E+02
 1.47352E+03	 6.38000E+02
 1.47582E+03	 6.35000E+02
 1.47813E+03	 6.26000E+02
 1.48043E+03	 6.14000E+02
 1.48273E+03	 6.24000E+02
 1.48504E+03	 6.16000E+02
 1.48734E+03	 6.24000E+02
 1.48964E+03	 6.34000E+02
 1.49194E+03	 6.36000E+02
 1.49424E+03	 6.44000E+02
 1.49654E+03	 6.35000E+02
 1.49883E+03	 6.39000E+02
 1.50113E+03	 6.36000E+02
 1.50343E+03	 6.25000E+02
 1.50572E+03	 6.24000E+02
 1.50802E+03	 6.42000E+02
 1.51032E+03	 6.29000E+02
 1.51261E+03	 6.31000E+02
 1.51490E+03	 6.29000E+02
 1.51720E+03	 6.14000E+02
 1.51949E+03	 6.32000E+02
 1.52178E+03	 6.25000E+02
 1.52407E+03	 6.37000E+02
 1.52636E+03	 6.36000E+02
 1.52865E+03	 6.30000E+02
 1.53094E+03	 6.25000E+02
 1.53323E+03	 6.28000E+02
 1.53552E+03	 6.32000E+02
 1.53780E+03	 6.21000E+02
 1.54009E+03	 6.23000E+02
 1.54238E+03	 6.46000E+02
 1.54466E+03	 6.27000E+02
 1.54694E+03	 6.42000E+02
 1.54923E+03	 6.59000E+02
 1.55151E+03	 6.34000E+02
 1.55379E+03	 6.50000E+02
 1.55608E+03	 6.26000E+02
 1.55836E+03	 6.58000E+02
 1.56064E+03	 6.36000E+02
 1.56292E+03	 6.26000E+02
 1.56520E+03	 6.50000E+02
 1.56748E+03	 6.43000E+02
 1.56975E+03	 6.39000E+02
 1.57203E+03	 6.33000E+02
 1.57431E+03	 6.41000E+02
 1.57658E+03	 6.55000E+02
 1.57886E+03	 6.46000E+02
 1.58113E+03	 6.30000E+02
 1.58341E+03	 6.37000E+02
 1.58568E+03	 6.44000E+02
 1.58795E+03	 6.71000E+02
 1.59023E+03	 6.48000E+02
 1.59250E+03	 6.39000E+02
 1.59477E+03	 6.51000E+02
 1.59704E+03	 6.47000E+02
 1.59931E+03	 6.53000E+02
 1.60158E+03	 6.38000E+02
 1.60385E+03	 6.60000E+02
 1.60611E+03	 6.60000E+02
 1.60838E+03	 6.66000E+02
 1.61065E+03	 6.42000E+02
 1.61291E+03	 6.43000E+02
 1.61518E+03	 6.70000E+02
 1.61744E+03	 6.48000E+02
 1.61971E+03	 6.66000E+02
 1.62197E+03	 6.75000E+02
 1.62423E+03	 6.75000E+02
 1.62649E+03	 6.62000E+02
 1.62876E+03	 6.62000E+02
 1.63102E+03	 6.67000E+02
 1.63328E+03	 6.50000E+02
 1.63554E+03	 6.73000E+02
 1.63779E+03	 6.61000E+02
 1.64005E+03	 6.71000E+02
 1.64231E+03	 6.64000E+02
 1.64457E+03	 6.61000E+02
 1.64682E+03	 6.63000E+02
 1.64908E+03	 6.70000E+02
 1.65133E+03	 6.70000E+02
 1.65359E+03	 6.68000E+02
 1.65584E+03	 6.65000E+02
 1.65810E+03	 6.63000E+02
 1.66035E+03	 6.71000E+02
 1.66260E+03	 6.95000E+02
 1.66485E+03	 6.57000E+02
 1.66710E+03	 6.56000E+02
 1.66935E+03	 6.85000E+02
 1.67160E+03	 6.76000E+02
 1.67385E+03	 6.54000E+02
 1.67610E+03	 6.51000E+02
 1.67834E+03	 6.57000E+02
 1.68059E+03	 6.41000E+02
 1.68284E+03	 6.51000E+02
 1.68508E+03	 6.39000E+02
 1.68733E+03	 6.53000E+02
 1.68957E+03	 6.26000E+02
 1.69181E+03	 6.44000E+02
 1.69406E+03	 6.48000E+02
 1.69630E+03	 6.50000E+02
 1.69854E+03	 6.54000E+02
 1.70078E+03	 6.46000E+02
 1.70302E+03	 6.49000E+02
 1.70526E+03	 6.45000E+02
 1.70750E+03	 6.55000E+02
 1.70974E+03	 6.53000E+02
 1.71198E+03	 6.27000E+02
 1.71422E+03	 6.46000E+02
 1.71645E+03	 6.48000E+02
 1.71869E+03	 6.20000E+02
 1.72092E+03	 6.27000E+02
 1.72316E+03	 6.49000E+02
 1.72539E+03	 6.39000E+02
 1.72763E+03	 6.43000E+02
 1.72986E+03	 6.36000E+02
 1.73209E+03	 6.30000E+02
 1.73432E+03	 6.26000E+02
 1.73655E+03	 6.27000E+02
 1.73878E+03	 6.32000E+02
 1.74101E+03	 6.40000E+02
 1.74324E+03	 6.42000E+02
 1.74547E+03	 6.33000E+02
 1.74770E+03	 6.36000E+02
 1.74993E+03	 6.47000E+02
 1.75215E+03	 6.34000E+02
 1.75438E+03	 6.39000E+02
 1.75661E+03	 6.40000E+02
 1.75883E+03	 6.36000E+02
 1.76105E+03	 6.21000E+02
 1.76328E+03	 6.33000E+02
 1.76550E+03	 6.00000E+02
 1.76772E+03	 6.15000E+02
 1.76995E+03	 6.33000E+02
 1.77217E+03	 6.33000E+02
 1.77439E+03	 6.45000E+02
 1.77661E+03	 6.15000E+02
 1.77883E+03	 6.29000E+02
 1.78104E+03	 6.23000E+02
 1.78326E+03	 6.38000E+02
 1.78548E+03	 6.17000E+02
 1.78770E+03	 6.26000E+02
 1.78991E+03	 6.15000E+02
 1.79213E+03	 6.34000E+02
 1.79434E+03	 6.38000E+02
 1.79656E+03	 6.27000E+02
 1.79877E+03	 6.15000E+02
 1.80098E+03	 6.59000E+02
 1.80320E+03	 6.26000E+02
 1.80541E+03	 6.20000E+02
 1.80762E+03	 6.36000E+02
 1.80983E+03	 6.31000E+02
 1.81204E+03	 6.24000E+02
 1.81425E+03	 6.28000E+02
 1.81646E+03	 6.42000E+02
 1.81867E+03	 6.28000E+02
 1.82087E+03	 6.13000E+02
 1.82308E+03	 6.24000E+02
 1.82529E+03	 6.17000E+02
 1.82749E+03	 6.27000E+02
 1.82970E+03	 6.45000E+02
 1.83190E+03	 6.30000E+02
 1.83411E+03	 6.35000E+02
 1.83631E+03	 6.14000E+02
 1.83851E+03	 6.35000E+02
 1.84071E+03	 6.22000E+02
 1.84292E+03	 6.24000E+02
 1.84512E+03	 6.33000E+02
 1.84732E+03	 6.47000E+02
 1.84952E+03	 6.14000E+02
 1.85172E+03	 6.15000E+02
 1.85391E+03	 6.19000E+02
 1.85611E+03	 6.36000E+02
 1.85831E+03	 6.18000E+02
 1.86050E+03	 6.19000E+02
 1.86270E+03	 6.20000E+02
 1.86490E+03	 6.24000E+02
 1.86709E+03	 6.25000E+02
 1.86929E+03	 6.07000E+02
 1.87148E+03	 6.32000E+02
 1.87367E+03	 6.36000E+02
 1.87586E+03	 6.26000E+02
 1.87806E+03	 6.11000E+02
 1.88025E+03	 6.32000E+02
 1.88244E+03	 6.11000E+02
 1.88463E+03	 6.17000E+02
 1.88682E+03	 6.20000E+02
 1.88900E+03	 6.13000E+02
 1.89119E+03	 6.28000E+02
 1.89338E+03	 6.27000E+02
 1.89557E+03	 6.28000E+02
 1.89775E+03	 6.15000E+02
 1.89994E+03	 6.30000E+02
 1.90212E+03	 6.17000E+02
 1.90431E+03	 6.28000E+02
 1.90649E+03	 6.19000E+02
 1.90868E+03	 6.25000E+02
 1.91086E+03	 6.22000E+02
 1.91304E+03	 6.38000E+02
 1.91522E+03	 6.29000E+02
 1.91740E+03	 6.45000E+02
 1.91958E+03	 6.19000E+02
 1.92176E+03	 6.34000E+02
 1.92394E+03	 6.41000E+02
 1.92612E+03	 6.19000E+02
 1.92830E+03	 6.30000E+02
 1.93047E+03	 6.34000E+02
 1.93265E+03	 6.29000E+02
 1.93483E+03	 6.23000E+02
 1.93700E+03	 6.05000E+02
 1.93918E+03	 6.36000E+02
 1.94135E+03	 6.22000E+02
 1.94353E+03	 6.31000E+02
 1.94570E+03	 6.30000E+02
 1.94787E+03	 6.31000E+02
 1.95004E+03	 6.06000E+02
 1.95221E+03	 6.26000E+02
 1.95438E+03	 6.33000E+02
 1.95655E+03	 6.28000E+02
 1.95872E+03	 6.37000E+02
 1.96089E+03	 6.33000E+02
 1.96306E+03	 6.32000E+02
 1.96523E+03	 6.28000E+02
 1.96740E+03	 6.30000E+02
 1.96956E+03	 6.33000E+02
 1.97173E+03	 6.41000E+02
 1.97389E+03	 6.35000E+02
 1.97606E+03	 6.40000E+02
 1.97822E+03	 6.25000E+02
 1.98039E+03	 6.30000E+02
 1.98255E+03	 6.26000E+02
 1.98471E+03	 6.24000E+02
 1.98687E+03	 6.36000E+02
 1.98903E+03	 6.24000E+02
 1.99119E+03	 6.21000E+02
 1.99335E+03	 6.26000E+02
 1.99551E+03	 6.17000E+02
 1.99767E+03	 6.22000E+02
 1.99983E+03	 6.35000E+02
 2.00199E+03	 6.32000E+02
 2.00415E+03	 6.32000E+02
 2.00630E+03	 6.31000E+02
 2.00846E+03	 6.34000E+02
 2.01061E+03	 6.14000E+02
 2.01277E+03	 6.23000E+02
 2.01492E+03	 6.26000E+02
 2.01707E+03	 6.32000E+02
 2.01923E+03	 6.29000E+02
 2.02138E+03	 6.39000E+02
 2.02353E+03	 6.39000E+02
 2.02568E+03	 6.37000E+02
 2.02783E+03	 6.48000E+02
 2.02998E+03	 6.31000E+02
 2.03213E+03	 6.43000E+02
 2.03428E+03	 6.38000E+02
 2.03643E+03	 6.35000E+02
 2.03858E+03	 6.21000E+02
 2.04072E+03	 6.19000E+02
 2.04287E+03	 6.20000E+02
 2.04502E+03	 6.37000E+02
 2.04716E+03	 6.42000E+02
 2.04931E+03	 6.39000E+02
 2.05145E+03	 6.42000E+02
 2.05359E+03	 6.36000E+02
 2.05574E+03	 6.30000E+02
 2.05788E+03	 6.44000E+02
 2.06002E+03	 6.24000E+02
 2.06216E+03	 6.39000E+02
 2.06430E+03	 6.57000E+02
 2.06644E+03	 6.47000E+02
 2.06858E+03	 6.16000E+02
 2.07072E+03	 6.31000E+02
 2.07286E+03	 6.41000E+02
 2.07500E+03	 6.48000E+02
 2.07713E+03	 6.36000E+02
 2.07927E+03	 6.52000E+02
 2.08141E+03	 6.46000E+02
 2.08354E+03	 6.36000E+02
 2.08568E+03	 6.39000E+02
 2.08781E+03	 6.38000E+02
 2.08994E+03	 6.52000E+02
 2.09208E+03	 6.35000E+02
 2.09421E+03	 6.40000E+02
 2.09634E+03	 6.43000E+02
 2.09847E+03	 6.38000E+02
 2.10060E+03	 6.43000E+02
 2.10273E+03	 6.43000E+02
 2.10486E+03	 6.44000E+02
 2.10699E+03	 6.52000E+02
 2.10912E+03	 6.56000E+02
 2.11125E+03	 6.29000E+02
 2.11337E+03	 6.48000E+02
 2.11550E+03	 6.29000E+02
 2.11763E+03	 6.37000E+02
 2.11975E+03	 6.44000E+02
 2.12188E+03	 6.37000E+02
 2.12400E+03	 6.35000E+02
 2.12613E+03	 6.39000E+02
 2.12825E+03	 6.29000E+02
 2.13037E+03	 6.40000E+02
 2.13249E+03	 6.39000E+02
 2.13461E+03	 6.36000E+02
 2.13674E+03	 6.39000E+02
 2.13886E+03	 6.27000E+02
 2.14098E+03	 6.43000E+02
 2.14309E+03	 6.45000E+02
 2.14521E+03	 6.49000E+02
 2.14733E+03	 6.50000E+02
 2.14945E+03	 6.41000E+02
 2.15156E+03	 6.70000E+02
 2.15368E+03	 6.43000E+02
 2.15580E+03	 6.45000E+02
 2.15791E+03	 6.50000E+02
 2.16003E+03	 6.42000E+02
 2.16214E+03	 6.42000E+02
 2.16425E+03	 6.39000E+02
 2.16637E+03	 6.40000E+02
 2.16848E+03	 6.45000E+02
 2.17059E+03	 6.54000E+02
 2.17270E+03	 6.32000E+02
 2.17481E+03	 6.28000E+02
 2.17692E+03	 6.37000E+02
 2.17903E+03	 6.37000E+02
 2.18114E+03	 6.45000E+02
 2.18325E+03	 6.46000E+02
 2.18536E+03	 6.37000E+02
 2.18746E+03	 6.63000E+02
 2.18957E+03	 6.42000E+02
 2.19168E+03	 6.49000E+02
 2.19378E+03	 6.49000E+02
 2.19589E+03	 6.30000E+02
 2.19799E+03	 6.48000E+02
 2.20009E+03	 6.48000E+02
 2.20220E+03	 6.60000E+02
 2.20430E+03	 6.38000E+02
 2.20640E+03	 6.26000E+02
 2.20850E+03	 6.22000E+02
 2.21060E+03	 6.38000E+02
 2.21270E+03	 6.56000E+02
 2.21480E+03	 6.49000E+02
 2.21690E+03	 6.45000E+02
 2.21900E+03	 6.32000E+02
 2.22110E+03	 6.48000E+02
 2.22320E+03	 6.35000E+02
 2.22529E+03	 6.43000E+02
 2.22739E+03	 6.35000E+02
 2.22949E+03	 6.44000E+02
 2.23158E+03	 6.38000E+02
 2.23368E+03	 6.26000E+02
 2.23577E+03	 6.53000E+02
 2.23786E+03	 6.34000E+02
 2.23996E+03	 6.44000E+02
 2.24205E+03	 6.51000E+02
 2.24414E+03	 6.36000E+02
 2.24623E+03	 6.54000E+02
 2.24832E+03	 6.47000E+02
 2.25041E+03	 6.42000E+02
 2.25250E+03	 6.49000E+02
 2.25459E+03	 6.36000E+02
 2.25668E+03	 6.35000E+02
 2.25877E+03	 6.42000E+02
 2.26086E+03	 6.29000E+02
 2.26294E+03	 6.43000E+02
 2.26503E+03	 6.41000E+02
 2.26711E+03	 6.44000E+02
 2.26920E+03	 6.32000E+02
 2.27128E+03	 6.31000E+02
 2.27337E+03	 6.34000E+02
 2.27545E+03	 6.45000E+02
 2.27753E+03	 6.36000E+02
 2.27962E+03	 6.47000E+02
 2.28170E+03	 6.46000E+02
 2.28378E+03	 6.54000E+02
 2.28586E+03	 6.20000E+02
 2.28794E+03	 6.46000E+02
 2.29002E+03	 6.34000E+02
 2.29210E+03	 6.21000E+02
 2.29418E+03	 6.37000E+02
 2.29625E+03	 6.35000E+02
 2.29833E+03	 6.39000E+02
 2.30041E+03	 6.44000E+02
 2.30248E+03	 6.37000E+02
 2.30456E+03	 6.35000E+02
 2.30664E+03	 6.29000E+02
 2.30871E+03	 6.21000E+02
 2.31078E+03	 6.45000E+02
 2.31286E+03	 6.45000E+02
 2.31493E+03	 6.27000E+02
 2.31700E+03	 6.23000E+02
 2.31907E+03	 6.31000E+02
 2.32115E+03	 6.39000E+02
 2.32322E+03	 6.45000E+02
 2.32529E+03	 6.37000E+02
 2.32736E+03	 6.43000E+02
 2.32942E+03	 6.33000E+02
 2.33149E+03	 6.59000E+02
 2.33356E+03	 6.53000E+02
 2.33563E+03	 6.36000E+02
 2.33769E+03	 6.40000E+02
 2.33976E+03	 6.34000E+02
 2.34183E+03	 6.32000E+02
 2.34389E+03	 6.29000E+02
 2.34596E+03	 6.46000E+02
 2.34802E+03	 6.39000E+02
 2.35008E+03	 6.52000E+02
 2.35215E+03	 6.42000E+02
 2.35421E+03	 6.37000E+02
 2.35627E+03	 6.44000E+02
 2.35833E+03	 6.43000E+02
 2.36039E+03	 6.37000E+02
 2.36245E+03	 6.23000E+02
 2.36451E+03	 6.32000E+02
 2.36657E+03	 6.45000E+02
 2.36863E+03	 6.35000E+02
 2.37069E+03	 6.32000E+02
 2.37275E+03	 6.42000E+02
 2.37480E+03	 6.27000E+02
 2.37686E+03	 6.58000E+02
 2.37891E+03	 6.46000E+02
 2.38097E+03	 6.33000E+02
 2.38302E+03	 6.42000E+02
 2.38508E+03	 6.41000E+02
 2.38713E+03	 6.43000E+02
 2.38918E+03	 6.33000E+02
 2.39124E+03	 6.32000E+02
 2.39329E+03	 6.61000E+02
 2.39534E+03	 6.49000E+02
 2.39739E+03	 6.43000E+02
 2.39944E+03	 6.64000E+02
 2.40149E+03	 6.55000E+02
 2.40354E+03	 6.26000E+02
 2.40559E+03	 6.33000E+02
 2.40764E+03	 6.42000E+02
 2.40968E+03	 6.51000E+02
 2.41173E+03	 6.43000E+02
 2.41378E+03	 6.30000E+02
 2.41582E+03	 6.45000E+02
 2.41787E+03	 6.35000E+02
 2.41991E+03	 6.47000E+02
 2.42196E+03	 6.56000E+02
 2.42400E+03	 6.44000E+02
 2.42605E+03	 6.54000E+02
 2.42809E+03	 6.60000E+02
 2.43013E+03	 6.55000E+02
 2.43217E+03	 6.39000E+02
 2.43421E+03	 6.47000E+02
 2.43625E+03	 6.58000E+02
 2.43829E+03	 6.38000E+02
 2.44033E+03	 6.30000E+02
 2.44237E+03	 6.38000E+02
 2.44441E+03	 6.55000E+02
 2.44645E+03	 6.35000E+02
 2.44848E+03	 6.31000E+02
 2.45052E+03	 6.37000E+02
 2.45256E+03	 6.50000E+02
 2.45459E+03	 6.39000E+02
 2.45663E+03	 6.46000E+02
 2.45866E+03	 6.46000E+02
 2.46070E+03	 6.63000E+02
 2.46273E+03	 6.46000E+02
 2.46476E+03	 6.36000E+02
 2.46680E+03	 6.46000E+02
 2.46883E+03	 6.18000E+02
 2.47086E+03	 6.42000E+02
 2.47289E+03	 6.48000E+02
 2.47492E+03	 6.43000E+02
 2.47695E+03	 6.47000E+02
 2.47898E+03	 6.36000E+02
 2.48101E+03	 6.35000E+02
 2.48304E+03	 6.31000E+02
 2.48506E+03	 6.37000E+02
 2.48709E+03	 6.42000E+02
 2.48912E+03	 6.53000E+02
 2.49114E+03	 6.40000E+02
 2.49317E+03	 6.35000E+02
 2.49519E+03	 6.48000E+02
 2.49722E+03	 6.41000E+02
 2.49924E+03	 6.55000E+02
 2.50126E+03	 6.48000E+02
 2.50329E+03	 6.60000E+02
 2.50531E+03	 6.46000E+02
 2.50733E+03	 6.67000E+02
 2.50935E+03	 6.50000E+02
 2.51137E+03	 6.62000E+02
 2.51339E+03	 6.47000E+02
 2.51541E+03	 6.54000E+02
 2.51743E+03	 6.41000E+02
 2.51945E+03	 6.35000E+02
 2.52147E+03	 6.55000E+02
 2.52348E+03	 6.28000E+02
 2.52550E+03	 6.46000E+02
 2.52752E+03	 6.41000E+02
 2.52953E+03	 6.62000E+02
 2.53155E+03	 6.49000E+02
 2.53356E+03	 6.41000E+02
 2.53558E+03	 6.30000E+02
 2.53759E+03	 6.41000E+02
 2.53960E+03	 6.54000E+02
 2.54162E+03	 6.46000E+02
 2.54363E+03	 6.48000E+02
 2.54564E+03	 6.39000E+02
 2.54765E+03	 6.37000E+02
 2.54966E+03	 6.22000E+02
 2.55167E+03	 6.38000E+02
 2.55368E+03	 6.30000E+02
 2.55569E+03	 6.43000E+02
 2.55770E+03	 6.41000E+02
 2.55971E+03	 6.51000E+02
 2.56171E+03	 6.52000E+02
 2.56372E+03	 6.39000E+02
 2.56573E+03	 6.46000E+02
 2.56773E+03	 6.45000E+02
 2.56974E+03	 6.43000E+02
 2.57174E+03	 6.45000E+02
 2.57375E+03	 6.47000E+02
 2.57575E+03	 6.41000E+02
 2.57775E+03	 6.44000E+02
 2.57976E+03	 6.51000E+02
 2.58176E+03	 6.44000E+02
 2.58376E+03	 6.51000E+02
 2.58576E+03	 6.23000E+02
 2.58776E+03	 6.40000E+02
 2.58976E+03	 6.41000E+02
 2.59176E+03	 6.48000E+02
 2.59376E+03	 6.48000E+02
 2.59576E+03	 6.56000E+02
 2.59776E+03	 6.44000E+02
 2.59975E+03	 6.68000E+02
 2.60175E+03	 6.45000E+02
 2.60375E+03	 6.53000E+02
 2.60574E+03	 6.34000E+02
 2.60774E+03	 6.47000E+02
 2.60973E+03	 6.80000E+02
 2.61173E+03	 6.49000E+02
 2.61372E+03	 6.26000E+02
 2.61571E+03	 6.40000E+02
 2.61771E+03	 6.53000E+02
 2.61970E+03	 6.56000E+02
 2.62169E+03	 6.44000E+02
 2.62368E+03	 6.47000E+02
 2.62567E+03	 6.52000E+02
 2.62766E+03	 6.68000E+02
 2.62965E+03	 6.37000E+02
 2.63164E+03	 6.52000E+02
 2.63363E+03	 6.34000E+02
 2.63562E+03	 6.33000E+02
 2.63760E+03	 6.72000E+02
 2.63959E+03	 6.56000E+02
 2.64158E+03	 6.60000E+02
 2.64356E+03	 6.54000E+02
 2.64555E+03	 6.54000E+02
 2.64753E+03	 6.58000E+02
 2.64952E+03	 6.71000E+02
 2.65150E+03	 6.44000E+02
 2.65348E+03	 6.36000E+02
 2.65547E+03	 6.49000E+02
 2.65745E+03	 6.51000E+02
 2.65943E+03	 6.55000E+02
 2.66141E+03	 6.59000E+02
 2.66339E+03	 6.40000E+02
 2.66537E+03	 6.59000E+02
 2.66735E+03	 6.31000E+02
 2.66933E+03	 6.27000E+02
 2.67131E+03	 6.57000E+02
 2.67329E+03	 6.57000E+02
 2.67527E+03	 6.40000E+02
 2.67724E+03	 6.57000E+02
 2.67922E+03	 6.65000E+02
 2.68120E+03	 6.41000E+02
 2.68317E+03	 6.66000E+02
 2.68515E+03	 6.59000E+02
 2.68712E+03	 6.60000E+02
 2.68909E+03	 6.40000E+02
 2.69107E+03	 6.47000E+02
 2.69304E+03	 6.51000E+02
 2.69501E+03	 6.51000E+02
 2.69698E+03	 6.48000E+02
 2.69896E+03	 6.53000E+02
 2.70093E+03	 6.38000E+02
 2.70290E+03	 6.45000E+02
 2.70487E+03	 6.45000E+02
 2.70684E+03	 6.49000E+02
 2.70881E+03	 6.51000E+02
 2.71077E+03	 6.55000E+02
 2.71274E+03	 6.34000E+02
 2.71471E+03	 6.38000E+02
 2.71668E+03	 6.70000E+02
 2.71864E+03	 6.58000E+02
 2.72061E+03	 6.60000E+02
 2.72257E+03	 6.65000E+02
 2.72454E+03	 6.51000E+02
 2.72650E+03	 6.76000E+02
 2.72847E+03	 6.55000E+02
 2.73043E+03	 6.72000E+02
 2.73239E+03	 6.60000E+02
 2.73435E+03	 6.50000E+02
 2.73632E+03	 6.67000E+02
 2.73828E+03	 6.69000E+02
 2.74024E+03	 6.60000E+02
 2.74220E+03	 6.28000E+02
 2.74416E+03	 6.65000E+02
 2.74612E+03	 6.72000E+02
 2.74807E+03	 6.52000E+02
 2.75003E+03	 6.62000E+02
 2.75199E+03	 6.42000E+02
 2.75395E+03	 6.56000E+02
 2.75590E+03	 6.70000E+02
 2.75786E+03	 6.52000E+02
 2.75982E+03	 6.64000E+02
 2.76177E+03	 6.65000E+02
 2.76373E+03	 6.69000E+02
 2.76568E+03	 6.67000E+02
 2.76763E+03	 6.55000E+02
 2.76959E+03	 6.54000E+02
 2.77154E+03	 6.53000E+02
 2.77349E+03	 6.45000E+02
 2.77544E+03	 6.75000E+02
 2.77739E+03	 6.57000E+02
 2.77934E+03	 6.53000E+02
 2.78129E+03	 6.60000E+02
 2.78324E+03	 6.73000E+02
 2.78519E+03	 6.52000E+02
 2.78714E+03	 6.69000E+02
 2.78909E+03	 6.62000E+02
 2.79104E+03	 6.65000E+02
 2.79298E+03	 6.60000E+02
 2.79493E+03	 6.83000E+02
 2.79688E+03	 6.59000E+02
 2.79882E+03	 6.66000E+02
 2.80077E+03	 6.62000E+02
 2.80271E+03	 6.62000E+02
 2.80465E+03	 6.69000E+02
 2.80660E+03	 6.73000E+02
 2.80854E+03	 6.74000E+02
 2.81048E+03	 6.68000E+02
 2.81243E+03	 6.66000E+02
 2.81437E+03	 6.54000E+02
 2.81631E+03	 6.67000E+02
 2.81825E+03	 6.79000E+02
 2.82019E+03	 6.71000E+02
 2.82213E+03	 6.79000E+02
 2.82407E+03	 6.63000E+02
 2.82601E+03	 6.65000E+02
 2.82794E+03	 6.90000E+02
 2.82988E+03	 6.67000E+02
 2.83182E+03	 6.92000E+02
 2.83375E+03	 6.78000E+02
 2.83569E+03	 6.60000E+02
 2.83763E+03	 6.78000E+02
 2.83956E+03	 6.60000E+02
 2.84149E+03	 6.75000E+02
 2.84343E+03	 6.95000E+02
 2.84536E+03	 6.77000E+02
 2.84730E+03	 6.65000E+02
 2.84923E+03	 6.73000E+02
 2.85116E+03	 6.77000E+02
 2.85309E+03	 6.69000E+02
 2.85502E+03	 6.77000E+02
 2.85695E+03	 6.77000E+02
 2.85888E+03	 6.82000E+02
 2.86081E+03	 6.68000E+02
 2.86274E+03	 6.70000E+02
 2.86467E+03	 6.60000E+02
 2.86660E+03	 6.99000E+02
 2.86853E+03	 6.87000E+02
 2.87045E+03	 6.90000E+02
 2.87238E+03	 6.70000E+02
 2.87430E+03	 6.87000E+02
 2.87623E+03	 6.72000E+02
 2.87816E+03	 6.95000E+02
 2.88008E+03	 6.88000E+02
 2.88200E+03	 6.82000E+02
 2.88393E+03	 6.58000E+02
 2.88585E+03	 7.07000E+02
 2.88777E+03	 6.94000E+02
 2.88970E+03	 7.14000E+02
 2.89162E+03	 6.87000E+02
 2.89354E+03	 7.12000E+02
 2.89546E+03	 6.99000E+02
 2.89738E+03	 6.85000E+02
 2.89930E+03	 6.92000E+02
 2.90122E+03	 6.67000E+02
 2.90314E+03	 6.91000E+02
 2.90505E+03	 6.92000E+02
 2.90697E+03	 6.96000E+02
 2.90889E+03	 7.07000E+02
 2.91081E+03	 7.15000E+02
 2.91272E+03	 6.93000E+02
 2.91464E+03	 7.04000E+02
 2.91655E+03	 7.01000E+02
 2.91847E+03	 6.89000E+02
 2.92038E+03	 6.82000E+02
 2.92230E+03	 7.20000E+02
 2.92421E+03	 6.93000E+02
 2.92612E+03	 7.07000E+02
 2.92803E+03	 7.28000E+02
 2.92994E+03	 6.92000E+02
 2.93186E+03	 6.92000E+02
 2.93377E+03	 7.30000E+02
 2.93568E+03	 7.11000E+02
 2.93759E+03	 7.21000E+02
 2.93950E+03	 7.09000E+02
 2.94141E+03	 7.14000E+02
 2.94331E+03	 7.13000E+02
 2.94522E+03	 7.23000E+02
 2.94713E+03	 7.17000E+02
 2.94904E+03	 7.34000E+02
 2.95094E+03	 7.15000E+02
 2.95285E+03	 7.27000E+02
 2.95475E+03	 7.19000E+02
 2.95666E+03	 7.34000E+02
 2.95856E+03	 7.35000E+02
 2.96047E+03	 7.44000E+02
 2.96237E+03	 7.35000E+02
 2.96427E+03	 7.21000E+02
 2.96618E+03	 7.19000E+02
 2.96808E+03	 7.14000E+02
 2.96998E+03	 7.59000E+02
 2.97188E+03	 7.33000E+02
 2.97378E+03	 7.44000E+02
 2.97568E+03	 7.49000E+02
 2.97758E+03	 7.47000E+02
 2.97948E+03	 7.69000E+02
 2.98138E+03	 7.63000E+02
 2.98328E+03	 7.65000E+02
 2.98517E+03	 7.37000E+02
 2.98707E+03	 7.58000E+02
 2.98897E+03	 7.48000E+02
 2.99086E+03	 7.51000E+02
 2.99276E+03	 7.62000E+02
 2.99465E+03	 7.60000E+02
 2.99655E+03	 7.72000E+02
 2.99844E+03	 7.76000E+02
 3.00034E+03	 7.76000E+02
 3.00223E+03	 7.80000E+02
 3.00412E+03	 8.08000E+02
 3.00602E+03	 7.70000E+02
 3.00791E+03	 7.86000E+02
 3.00980E+03	 7.85000E+02
 3.01169E+03	 8.01000E+02
 3.01358E+03	 8.08000E+02
 3.01547E+03	 8.12000E+02
 3.01736E+03	 8.11000E+02
 3.01925E+03	 8.27000E+02
